"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","Group","Grazing"
"106","q15",67,83,1284.0348,1,7,-0.528563320636749,0,"et2","No"
"107","q15",68,86,3.185922,0,1,6.18915605545044,0,"et2","No"
"108","q15",68,83,1857.0659,1,8,-0.0290494356304407,0,"et2","No"
"109","q15",68,87,8.49037,0,1,19.7260589599609,0,"et2","No"
"110","q15",69,88,74.71748,1,1,-0.199996948242188,0,"et2","No"
"111","q15",69,94,19.7025,1,1,26.9500007629395,0,"et2","No"
"112","q15",69,83,2660.498,1,9,0,0,"et2","No"
"113","q15",69,90,122.3,0,1,13.4499969482422,0,"et2","No"
"114","q15",69,89,75.9175,1,1,5.25,0,"et2","No"
"115","q15",69,91,250.8775,1,1,6.19999694824219,0,"et2","No"
"116","q15",69,93,35.1075,1,1,32.3499984741211,0,"et2","No"
"117","q15",69,92,78.65,0,1,27.5500030517578,0,"et2","No"
"118","q15",70,94,15.25792,0,2,25.9743518829346,0,"et2","No"
"119","q15",70,91,183.5144,0,2,11.1052474975586,0,"et2","No"
"120","q15",70,83,2068.208,1,10,-0.946331918239594,0,"et2","No"
"121","q15",70,93,23.54115,0,2,33.2616348266602,0,"et2","No"
"122","q15",70,89,35.62942,0,2,5.82646179199219,0,"et2","No"
"123","q15",70,88,60.27886,0,2,0.185768127441406,0,"et2","No"
"124","q15",70,95,24.498,1,1,0.603894293308258,0,"et2","No"
"125","q15",71,83,5133.802,1,11,-0.112991333007812,0,"et2","No"
"126","q15",71,95,343.3004,1,2,-0.32586669921875,0,"et2","No"
"127","q15",71,96,330.0024,1,1,-0.00568517902866006,0,"et2","No"
"128","q16",71,29,731.495,1,3,2.84999990463257,0,"et2","No"
"129","q16",71,27,373.31,0,3,-0.150001525878906,0,"et2","No"
"130","q16",71,28,90.615,1,3,38.5,0,"et2","No"
"131","q17",52,98,23.49107,0,1,21.4970874786377,0,"et2","No"
"132","q17",58,100,14.45233,1,1,0.0835398733615875,1,"et2","No"
"133","q17",59,100,7.760834,1,2,0.287949979305267,1,"et2","No"
"134","q17",60,100,100.75764,1,3,-0.615705788135529,1,"et2","No"
"135","q17",61,100,170.94764,1,4,-0.615619897842407,0,"et2","No"
"136","q17",61,101,27.16508,0,1,-0.034342460334301,0,"et2","No"
"137","q17",62,100,326.2569,1,5,-0.0172806233167648,0,"et2","No"
"138","q17",63,100,704.5242,1,6,-0.956126570701599,0,"et2","No"
"139","q17",64,100,639.4833,1,7,-0.0153015572577715,0,"et2","No"
"140","q17",64,102,50.67131,0,1,11.6458835601807,0,"et2","No"
"141","q17",65,100,990.0522,1,8,-0.521876394748688,0,"et2","No"
"142","q17",66,100,618.94914,1,9,0.728314638137817,0,"et2","No"
"143","q17",66,103,0.680697,0,1,17.6319351196289,0,"et2","No"
"144","q17",67,100,1049.6332,1,10,-0.544203221797943,0,"et2","No"
"145","q17",68,100,660.66508,1,11,-1.06105220317841,0,"et2","No"
"146","q17",68,104,5.116071,0,1,18.1208324432373,0,"et2","No"
"147","q17",69,100,1757.3067,1,12,-0.314537614583969,0,"et2","No"
"148","q17",70,100,2603.308,1,13,-1.03506112098694,0,"et2","No"
"149","q17",71,105,11.43864,0,1,16.2428512573242,0,"et2","No"
"150","q17",71,100,1722.232689,1,14,-0.429174691438675,0,"et2","No"
"151","q17",71,106,22.98839,1,1,24.8931427001953,0,"et2","No"
"152","q18",52,5,9.468414,0,1,15.8336944580078,0,"et3","No"
"153","q18",63,8,32.62964,1,1,-0.545541107654572,1,"et3","No"
"154","q18",63,7,16.89178,0,1,2.72845387458801,0,"et3","No"
"155","q18",64,8,264.8575,1,2,0.0500000007450581,0,"et3","No"
"156","q18",65,8,171.85,1,3,0.349999994039536,0,"et3","No"
"157","q18",66,8,363.615,1,4,0.0500000007450581,0,"et3","No"
"158","q18",67,8,591.68,1,5,0.0500000007450581,0,"et3","No"
"159","q18",70,8,1136.873,1,8,0,0,"et3","No"
"160","q18",71,8,852.655,1,9,0.0500000007450581,0,"et3","No"
"161","q19",37,4,32.48545,0,3,0.240657702088356,0,"et3","No"
"162","q19",49,8,5.905834,1,1,1.43163573741913,1,"et3","No"
"163","q19",50,8,16.29836,0,2,5.90235185623169,0,"et3","No"
"164","q19",51,9,5.287725,1,1,10.1356363296509,0,"et3","No"
"165","q19",52,14,26.89946,0,1,8.26335334777832,0,"et3","No"
"166","q19",52,13,17.47887,0,1,12.4715166091919,0,"et3","No"
"167","q19",52,15,20.37206,0,1,21.5933227539062,0,"et3","No"
"168","q19",52,12,27.18127,0,1,22.1634216308594,0,"et3","No"
"169","q19",52,22,12.52865,0,1,22.7996559143066,0,"et3","No"
"170","q19",52,9,96.15969,0,2,4.45876264572144,0,"et3","No"
"171","q19",52,21,26.44016,0,1,26.8845882415771,0,"et3","No"
"172","q19",52,18,23.92396,0,1,34.8657150268555,0,"et3","No"
"173","q19",52,16,56.01385,0,1,17.6775588989258,0,"et3","No"
"174","q19",52,19,42.21884,0,1,31.8975429534912,0,"et3","No"
"175","q19",52,20,177.4954,0,1,23.031795501709,0,"et3","No"
"176","q19",52,17,41.1137,0,1,30.2902374267578,0,"et3","No"
"177","q19",52,11,25.05434,0,1,7.79243850708008,0,"et3","No"
"178","q19",52,10,16.41723,0,1,4.97743225097656,0,"et3","No"
"179","q19",62,23,22.2225,0,1,0.600000023841858,0,"et3","No"
"180","q19",66,26,0.6821119,0,1,18.3144607543945,0,"et3","No"
"181","q19",66,25,0.6821133,1,1,21.343542098999,0,"et3","No"
"182","q19",67,29,29.31477,1,1,6.65185546875,0,"et3","No"
"183","q19",67,27,32.89953,1,1,41.2434768676758,0,"et3","No"
"184","q19",67,25,84.04246,0,2,9.65427684783936,0,"et3","No"
"185","q19",67,28,97.33952,1,1,4.51651525497437,0,"et3","No"
"186","q19",67,30,33.96529,1,1,-0.821483314037323,0,"et3","No"
"187","q19",70,31,16.09483,1,3,13.2791452407837,0,"et3","No"
"188","q19",71,31,59.81173,1,4,14.6285858154297,0,"et3","No"
"189","q21",35,31,1.765897,0,1,28.7466430664062,0,"lb1","No"
"190","q21",35,32,10.62291,1,1,29.0787963867188,0,"lb1","No"
"191","q21",35,28,1.361383,1,1,9.32565307617188,0,"lb1","No"
"192","q21",35,33,1.263634,0,1,14.8514099121094,0,"lb1","No"
"193","q21",35,39,3.219826,0,1,27.9477844238281,0,"lb1","No"
"194","q21",35,37,3.732672,0,1,33.2012100219727,0,"lb1","No"
"195","q21",35,36,5.218659,0,1,41.2936820983887,0,"lb1","No"
"196","q21",35,34,4.995831,0,1,35.7030029296875,0,"lb1","No"
"197","q21",35,29,5.707816,0,1,13.2679214477539,0,"lb1","No"
"198","q21",35,27,7.299947,1,1,8.58281707763672,0,"lb1","No"
"199","q21",35,30,3.922976,0,1,23.2930297851562,0,"lb1","No"
"200","q21",35,25,1.097309,0,1,2.39348602294922,1,"lb1","No"
"201","q21",35,38,4.784809,1,1,18.3858871459961,0,"lb1","No"
"202","q21",35,35,7.44835,1,1,32.6252288818359,0,"lb1","No"
"203","q21",35,40,1.840001,0,1,21.5301971435547,0,"lb1","No"
"204","q21",35,26,0.7438543,0,1,3.66252136230469,1,"lb1","No"
"205","q21",37,28,12.57171,0,3,4.16654205322266,0,"lb1","No"
"206","q21",37,38,7.103345,0,3,13.8540096282959,0,"lb1","No"
"207","q21",37,35,9.741166,0,3,33.1005172729492,0,"lb1","No"
"208","q21",37,32,28.26414,0,3,27.8758373260498,0,"lb1","No"
"209","q21",37,27,15.39034,0,3,7.06322479248047,0,"lb1","No"
"210","q21",50,44,4.374179,0,1,3.66047692298889,0,"lb1","No"
"211","q21",50,43,4.72162,1,1,22.9215354919434,0,"lb1","No"
"212","q21",50,45,40.32272,0,1,13.9446659088135,0,"lb1","No"
"213","q21",51,43,6.84104,1,2,20.223762512207,0,"lb1","No"
"214","q21",52,43,38.055835,1,3,16.7552642822266,0,"lb1","No"
"215","q21",53,46,9.299331,1,1,0.797279357910156,1,"lb1","No"
"216","q21",53,43,47.438351,1,4,13.6572017669678,0,"lb1","No"
"217","q21",54,46,13.07348,1,2,3.95243835449219,0,"lb1","No"
"218","q21",54,43,79.81531,1,5,11.0581750869751,0,"lb1","No"
"219","q21",55,51,2.562276,0,1,7.09878540039062,0,"lb1","No"
"220","q21",55,50,1.826936,0,1,12.8970794677734,0,"lb1","No"
"221","q21",55,46,4.847234,1,3,4.75726318359375,0,"lb1","No"
"222","q21",55,47,4.888697,0,1,32.1456527709961,0,"lb1","No"
"223","q21",55,59,0.6881555,0,1,6.86425018310547,0,"lb1","No"
"224","q21",55,57,0.6881461,0,1,7.97553253173828,0,"lb1","No"
"225","q21",55,49,5.790029,0,1,20.0241012573242,0,"lb1","No"
"226","q21",55,58,0.7917082,0,1,1.40476226806641,1,"lb1","No"
"227","q21",55,60,0.5391975,0,1,3.98667907714844,0,"lb1","No"
"228","q21",55,48,3.357346,0,1,18.0215682983398,0,"lb1","No"
"229","q21",55,43,54.188394,1,6,8.6885871887207,0,"lb1","No"
"230","q21",55,53,6.971477,0,1,11.7354888916016,0,"lb1","No"
"231","q21",55,54,1.551701,0,1,4.74549865722656,0,"lb1","No"
"232","q21",55,55,0.6881522,0,1,11.2857360839844,0,"lb1","No"
"233","q21",55,56,3.648706,0,1,12.5894241333008,0,"lb1","No"
"234","q21",55,52,3.867035,0,1,9.36771392822266,0,"lb1","No"
"235","q21",56,43,18.1645,1,7,9.78115940093994,0,"lb1","No"
"236","q21",56,46,7.945521,1,4,0.327705383300781,1,"lb1","No"
"237","q21",57,61,16.58592,1,1,16.5041027069092,0,"lb1","No"
"238","q21",57,46,43.24214,1,5,-0.136192321777344,0,"lb1","No"
"239","q21",57,43,206.04922,1,8,8.14612007141113,0,"lb1","No"
"240","q21",58,62,6.692677,1,1,24.4609527587891,0,"lb1","No"
"241","q21",58,61,18.6996,1,2,14.819803237915,0,"lb1","No"
"242","q21",58,43,99.199296,1,9,-0.0308828689157963,0,"lb1","No"
"243","q21",58,63,7.666517,0,1,8.70606803894043,0,"lb1","No"
"244","q21",58,46,5.804121,1,6,0.403867661952972,1,"lb1","No"
"245","q21",59,46,73.20167,1,7,0.896709859371185,0,"lb1","No"
"246","q21",59,43,339.45296,1,10,0.216589227318764,0,"lb1","No"
"247","q21",59,62,94.21203,1,2,21.3040390014648,0,"lb1","No"
"248","q21",60,43,72.739164,1,11,2.89791941642761,0,"lb1","No"
"249","q21",60,61,6.883896,1,4,15.2605495452881,0,"lb1","No"
"250","q21",60,62,11.096288,1,3,15.9524688720703,0,"lb1","No"
"251","q21",61,46,47.87438,1,9,-1.01592254638672,0,"lb1","No"
"252","q21",61,62,65.49814,1,4,9.78813934326172,0,"lb1","No"
"253","q21",61,61,34.28978,1,5,13.4047384262085,0,"lb1","No"
"254","q21",61,64,178.9836,1,1,-0.750328063964844,0,"lb1","No"
"255","q21",61,65,16.27959,1,1,6.17943572998047,0,"lb1","No"
"256","q21",61,43,118.398511,1,12,13.4443817138672,0,"lb1","No"
"257","q21",62,46,62.79583,1,10,0.175248757004738,0,"lb1","No"
"258","q21",62,61,81.7155,1,6,9.49699687957764,0,"lb1","No"
"259","q21",62,43,54.266239,1,13,6.68926811218262,0,"lb1","No"
"260","q21",62,65,38.04114,1,2,-0.101783752441406,0,"lb1","No"
"261","q21",62,64,152.23842,1,2,0.102035522460938,0,"lb1","No"
"262","q21",62,66,10.6805,1,1,38.429859161377,0,"lb1","No"
"263","q21",62,62,57.37083,1,5,8.25959014892578,0,"lb1","No"
"264","q21",63,61,92.38878,1,7,7.41252279281616,0,"lb1","No"
"265","q21",63,64,8.6903,1,3,3.313720703125,0,"lb1","No"
"266","q21",63,65,33.753551,1,3,4.59410858154297,0,"lb1","No"
"267","q21",63,67,3.062617,0,1,8.757568359375,0,"lb1","No"
"268","q21",63,62,15.034553,1,6,8.25541687011719,0,"lb1","No"
"269","q21",63,68,0.7328165,0,1,13.8329477310181,0,"lb1","No"
"270","q21",64,46,2.0040084,1,12,0.0816398486495018,0,"lb1","No"
"271","q21",64,69,0.6680013,0,1,13.8323860168457,0,"lb1","No"
"272","q21",64,62,18.73526,0,7,17.0889892578125,0,"lb1","No"
"273","q21",64,66,27.32116,1,3,36.5632705688477,0,"lb1","No"
"274","q21",64,61,161.2221024,1,8,11.5096101760864,0,"lb1","No"
"275","q21",64,43,31.1228368,1,15,11.161979675293,0,"lb1","No"
"276","q21",64,65,79.0592,1,4,-0.138816833496094,0,"lb1","No"
"277","q21",64,64,85.39264,1,4,-1.24643707275391,0,"lb1","No"
"278","q21",65,66,209.0249,1,4,25.0944671630859,0,"lb1","No"
"279","q21",65,65,35.938933,1,5,2.36817932128906,0,"lb1","No"
"280","q21",65,62,47.88498,0,8,20.2835388183594,0,"lb1","No"
"281","q21",65,43,238.608176,1,16,1.02867770195007,0,"lb1","No"
"282","q21",65,70,5.751617,0,1,12.4235153198242,0,"lb1","No"
"283","q21",65,64,188.32599,1,5,0.0543975830078125,0,"lb1","No"
"284","q21",65,61,220.05261,1,9,-0.000210023776162416,0,"lb1","No"
"285","q21",65,46,4.900566,0,13,5.60607290267944,0,"lb1","No"
"286","q21",66,61,60.406202,1,10,6.28696298599243,0,"lb1","No"
"287","q21",66,65,23.83293,1,6,2.11724090576172,0,"lb1","No"
"288","q21",66,46,2.384475,1,14,-0.3746337890625,1,"lb1","No"
"289","q21",66,64,148.4412942,1,6,-1.01431274414062,0,"lb1","No"
"290","q21",66,66,146.7392,1,5,23.3241271972656,0,"lb1","No"
"291","q21",66,43,100.885449,1,17,-0.209030151367188,0,"lb1","No"
"292","q21",67,43,90.07566,1,18,-0.392433166503906,0,"lb1","No"
"293","q21",67,61,130.7896,1,11,3.01793074607849,0,"lb1","No"
"294","q21",67,46,32.21569,1,15,0.44742625951767,0,"lb1","No"
"295","q21",67,64,154.17779,1,7,3.82932281494141,0,"lb1","No"
"296","q21",67,66,132.94141,1,6,26.214958190918,0,"lb1","No"
"297","q21",67,65,250.09146,1,7,0.0264663696289062,0,"lb1","No"
"298","q24",35,31,7.811436,1,1,5.34262847900391,0,"lb1","No"
"299","q24",35,30,6.11342,1,1,32.6466979980469,0,"lb1","No"
"300","q24",35,33,1.51263,0,1,0.131988525390625,1,"lb1","No"
"301","q24",35,32,2.376491,0,1,3.47632598876953,0,"lb1","No"
"302","q24",37,31,12.36609,1,3,5.35366821289062,0,"lb1","No"
"303","q24",38,30,4.515401,1,4,28.4329700469971,0,"lb1","No"
"304","q24",38,34,3.822492,1,1,39.4158096313477,0,"lb1","No"
"305","q24",38,31,24.63293,0,4,5.09449005126953,0,"lb1","No"
"306","q24",40,34,0.7362157,0,3,37.7550468444824,0,"lb1","No"
"307","q24",40,30,0.7362108,0,6,26.5626621246338,0,"lb1","No"
"308","q25",35,17,4.469795,0,1,30.8533706665039,0,"bb1","No"
"309","q25",35,15,3.958719,0,1,11.5246124267578,0,"bb1","No"
"310","q25",35,28,8.018107,1,1,0.523229897022247,1,"bb1","No"
"311","q25",35,11,8.387486,0,1,0.461082458496094,1,"bb1","No"
"312","q25",35,26,44.74428,1,1,13.3354377746582,0,"bb1","No"
"313","q25",35,16,3.867419,0,1,12.6274642944336,0,"bb1","No"
"314","q25",35,14,4.538327,1,1,8.23220825195312,0,"bb1","No"
"315","q25",35,25,6.504876,0,1,20.3718605041504,0,"bb1","No"
"316","q25",35,12,8.281858,0,1,6.5673828125,0,"bb1","No"
"317","q25",35,20,6.201932,1,1,26.5309524536133,0,"bb1","No"
"318","q25",35,19,5.507171,1,1,0.00571121601387858,1,"bb1","No"
"319","q25",35,13,8.956326,1,1,7.53493499755859,0,"bb1","No"
"320","q25",35,23,10.45789,1,1,23.4926071166992,0,"bb1","No"
"321","q25",35,21,10.65672,1,1,20.1144943237305,0,"bb1","No"
"322","q25",35,22,6.488276,0,1,24.0526123046875,0,"bb1","No"
"323","q25",35,24,7.670898,1,1,22.1318187713623,0,"bb1","No"
"324","q25",35,27,5.819349,1,1,2.87283086776733,0,"bb1","No"
"325","q25",35,18,9.663177,0,1,30.7720489501953,0,"bb1","No"
"326","q25",36,13,32.83276,1,2,5.68805694580078,0,"bb1","No"
"327","q25",36,14,34.01133,1,2,5.61397552490234,0,"bb1","No"
"328","q25",36,30,7.658477,1,1,8.79034423828125,0,"bb1","No"
"329","q25",36,28,6.570367,1,2,2.76703786849976,0,"bb1","No"
"330","q25",36,27,8.043223,1,2,-0.0963825508952141,0,"bb1","No"
"331","q25",36,31,5.38015,1,1,28.8191680908203,0,"bb1","No"
"332","q25",36,19,7.673703,1,2,3.16931629180908,0,"bb1","No"
"333","q25",36,35,2.992485,0,1,12.1288204193115,0,"bb1","No"
"334","q25",36,20,18.74064,1,2,27.8719577789307,0,"bb1","No"
"335","q25",36,24,4.179525,0,2,25.6030750274658,0,"bb1","No"
"336","q25",36,23,46.26501,1,2,26.0107345581055,0,"bb1","No"
"337","q25",36,29,30.47528,1,1,2.87569403648376,0,"bb1","No"
"338","q25",36,34,3.227357,0,1,13.9283456802368,0,"bb1","No"
"339","q25",36,21,24.29177,1,2,15.7633848190308,0,"bb1","No"
"340","q25",36,33,15.04485,0,1,12.1456146240234,0,"bb1","No"
"341","q25",36,32,4.594031,0,1,8.43455791473389,0,"bb1","No"
"342","q25",36,26,26.676219,1,2,6.59659624099731,0,"bb1","No"
"343","q25",37,23,291.6909,1,3,25.1027374267578,0,"bb1","No"
"344","q25",37,13,32.932076,1,3,8.06534576416016,0,"bb1","No"
"345","q25",37,37,2.255011,0,1,10.7141876220703,0,"bb1","No"
"346","q25",37,36,21.22517,0,1,-0.0252914428710938,0,"bb1","No"
"347","q25",37,31,2.649576,0,2,33.1644897460938,0,"bb1","No"
"348","q25",37,21,25.464776,1,3,16.6949253082275,0,"bb1","No"
"349","q25",37,38,11.52173,0,1,21.4452819824219,0,"bb1","No"
"350","q25",37,29,22.12288,1,2,0.891775846481323,0,"bb1","No"
"351","q25",37,28,4.607583,0,3,3.80561280250549,0,"bb1","No"
"352","q25",37,19,27.20811,1,3,0.0367895029485226,0,"bb1","No"
"353","q25",37,20,2.254697,0,3,27.1848201751709,0,"bb1","No"
"354","q25",37,14,22.40633,1,3,8.89512634277344,0,"bb1","No"
"355","q25",37,40,0.6998087,0,1,10.8706741333008,0,"bb1","No"
"356","q25",37,27,20.342257,1,3,-0.0739177316427231,0,"bb1","No"
"357","q25",37,39,11.34693,0,1,20.0267791748047,0,"bb1","No"
"358","q25",37,26,10.209979,0,3,4.26259613037109,0,"bb1","No"
"359","q25",38,27,8.973026,0,4,4.32355928421021,0,"bb1","No"
"360","q25",38,21,49.91443,1,4,18.3888683319092,0,"bb1","No"
"361","q25",38,14,12.1667,1,4,10.0699996948242,0,"bb1","No"
"362","q25",38,30,13.29696,0,3,7.07765197753906,0,"bb1","No"
"363","q25",38,29,10.46339,0,3,0.188186958432198,1,"bb1","No"
"364","q25",38,23,78.721536,1,4,26.1013946533203,0,"bb1","No"
"365","q25",38,13,31.52555,1,4,8.29476165771484,0,"bb1","No"
"366","q25",38,19,53.63782,1,4,2.49261856079102,0,"bb1","No"
"367","q25",39,14,7.855931,0,5,9.65145111083984,0,"bb1","No"
"368","q25",39,19,51.29741,1,5,1.99006462097168,0,"bb1","No"
"369","q25",39,13,8.594028,0,5,8.69302368164062,0,"bb1","No"
"370","q25",39,21,32.736443,0,5,17.81640625,0,"bb1","No"
"371","q25",39,41,7.75803,0,1,-0.0917177647352219,1,"bb1","No"
"372","q25",39,23,3.86098,0,5,28.1954441070557,0,"bb1","No"
"373","q25",39,29,8.510636,1,4,7.77546644210815,0,"bb1","No"
"374","q25",40,42,4.574088,0,1,18.3848991394043,0,"bb1","No"
"375","q25",42,19,214.0775,1,8,4.18871068954468,0,"bb1","No"
"376","q25",42,29,77.26994,1,7,3.01364922523499,0,"bb1","No"
"377","q25",43,19,104.05527,1,9,4.35517835617065,0,"bb1","No"
"378","q25",43,29,12.30041,0,8,2.19755601882935,0,"bb1","No"
"379","q25",43,43,17.56779,0,1,4.1930775642395,0,"bb1","No"
